date,capacity_percent,source
2026-05-31 21:04:22,89.47,linux_sysfs_health
2026-06-01 07:51:44,89.47,linux_sysfs_health
2026-06-01 07:52:44,89.47,linux_sysfs_health
2026-06-01 07:53:44,89.47,linux_sysfs_health
2026-06-01 07:54:44,89.47,linux_sysfs_health
2026-06-01 07:55:44,89.47,linux_sysfs_health
2026-06-01 07:56:44,89.47,linux_sysfs_health
2026-06-01 07:57:44,89.47,linux_sysfs_health
2026-06-01 07:58:44,89.47,linux_sysfs_health
2026-06-01 07:59:44,89.47,linux_sysfs_health
2026-06-01 08:00:44,89.47,linux_sysfs_health
2026-06-01 08:01:44,89.47,linux_sysfs_health
2026-06-01 08:02:44,89.47,linux_sysfs_health
2026-06-01 08:03:44,89.47,linux_sysfs_health
2026-06-01 08:04:44,89.47,linux_sysfs_health
2026-06-01 08:05:44,89.47,linux_sysfs_health
2026-06-01 08:06:44,89.47,linux_sysfs_health
2026-06-01 08:07:44,89.47,linux_sysfs_health
2026-06-01 08:08:44,89.47,linux_sysfs_health
2026-06-01 08:09:44,89.47,linux_sysfs_health
2026-06-01 08:10:44,89.47,linux_sysfs_health
2026-06-01 08:11:44,89.47,linux_sysfs_health
2026-06-01 08:12:44,89.47,linux_sysfs_health
2026-06-01 08:13:44,89.47,linux_sysfs_health
2026-06-01 08:14:44,89.47,linux_sysfs_health
2026-06-01 08:15:44,89.47,linux_sysfs_health
2026-06-01 08:16:44,89.47,linux_sysfs_health
2026-06-01 08:17:44,89.47,linux_sysfs_health
2026-06-01 08:18:44,89.47,linux_sysfs_health
2026-06-01 08:19:44,89.47,linux_sysfs_health
2026-06-01 08:20:44,89.47,linux_sysfs_health
2026-06-01 08:21:44,89.47,linux_sysfs_health
2026-06-01 08:22:44,89.47,linux_sysfs_health
2026-06-01 08:23:44,89.47,linux_sysfs_health
2026-06-01 08:24:44,89.47,linux_sysfs_health
2026-06-01 08:25:44,89.47,linux_sysfs_health
2026-06-01 08:26:44,89.47,linux_sysfs_health
2026-06-01 08:27:44,89.47,linux_sysfs_health
2026-06-01 08:28:44,89.47,linux_sysfs_health
2026-06-01 08:29:44,89.47,linux_sysfs_health
2026-06-01 08:30:44,89.47,linux_sysfs_health
2026-06-01 08:31:44,89.47,linux_sysfs_health
2026-06-01 08:32:44,89.47,linux_sysfs_health
2026-06-01 08:33:44,89.47,linux_sysfs_health
2026-06-01 08:34:44,89.47,linux_sysfs_health
2026-06-01 08:35:44,89.47,linux_sysfs_health
2026-06-01 08:36:44,89.47,linux_sysfs_health
2026-06-01 08:37:44,89.47,linux_sysfs_health
2026-06-01 08:38:44,89.47,linux_sysfs_health
2026-06-01 08:39:44,89.47,linux_sysfs_health
2026-06-01 08:40:44,89.47,linux_sysfs_health
2026-06-01 08:41:44,89.47,linux_sysfs_health
2026-06-01 08:42:44,89.47,linux_sysfs_health
2026-06-01 08:43:44,89.47,linux_sysfs_health
2026-06-01 08:44:44,89.47,linux_sysfs_health
2026-06-01 08:45:44,89.47,linux_sysfs_health
2026-06-01 08:46:44,89.47,linux_sysfs_health
2026-06-01 08:47:44,89.47,linux_sysfs_health
2026-06-01 08:48:44,89.47,linux_sysfs_health
2026-06-01 08:49:44,89.47,linux_sysfs_health
2026-06-01 08:50:44,89.47,linux_sysfs_health
2026-06-01 08:51:44,89.47,linux_sysfs_health
2026-06-01 08:52:44,89.47,linux_sysfs_health
2026-06-01 08:53:44,89.47,linux_sysfs_health
2026-06-01 08:54:44,89.47,linux_sysfs_health
2026-06-01 08:55:44,89.47,linux_sysfs_health
2026-06-01 08:56:44,89.47,linux_sysfs_health
2026-06-01 08:57:44,89.47,linux_sysfs_health
2026-06-01 08:58:44,89.47,linux_sysfs_health
2026-06-01 08:59:44,89.47,linux_sysfs_health
2026-06-01 09:00:44,89.47,linux_sysfs_health
2026-06-01 09:01:44,89.47,linux_sysfs_health
2026-06-01 09:02:44,89.47,linux_sysfs_health
2026-06-01 09:03:44,89.47,linux_sysfs_health
2026-06-01 09:04:44,89.47,linux_sysfs_health
2026-06-01 09:05:44,89.47,linux_sysfs_health
2026-06-01 09:06:44,89.47,linux_sysfs_health
2026-06-01 09:07:44,89.47,linux_sysfs_health
2026-06-01 09:08:44,89.47,linux_sysfs_health
2026-06-01 09:09:44,89.47,linux_sysfs_health
2026-06-01 09:10:44,89.47,linux_sysfs_health
2026-06-01 09:11:44,89.47,linux_sysfs_health
2026-06-01 09:12:44,89.47,linux_sysfs_health
2026-06-01 09:13:44,89.47,linux_sysfs_health
2026-06-01 09:14:44,89.47,linux_sysfs_health
2026-06-01 09:15:44,89.47,linux_sysfs_health
2026-06-01 09:16:44,89.47,linux_sysfs_health
2026-06-01 09:17:44,89.47,linux_sysfs_health
2026-06-01 09:18:44,89.47,linux_sysfs_health
2026-06-01 09:19:44,89.47,linux_sysfs_health
2026-06-01 09:20:44,89.47,linux_sysfs_health
2026-06-01 09:21:44,89.47,linux_sysfs_health
2026-06-01 09:22:44,89.47,linux_sysfs_health
2026-06-01 09:23:44,89.47,linux_sysfs_health
2026-06-01 09:24:44,89.47,linux_sysfs_health
2026-06-01 09:25:44,89.47,linux_sysfs_health
2026-06-01 09:26:44,89.47,linux_sysfs_health
2026-06-01 09:27:44,89.47,linux_sysfs_health
2026-06-01 09:28:44,89.47,linux_sysfs_health
2026-06-01 09:29:44,89.47,linux_sysfs_health
2026-06-01 09:30:44,89.47,linux_sysfs_health
2026-06-01 09:31:44,89.47,linux_sysfs_health
2026-06-01 09:32:44,89.47,linux_sysfs_health
2026-06-01 09:33:44,89.47,linux_sysfs_health
2026-06-01 09:34:44,89.47,linux_sysfs_health
2026-06-01 09:35:44,89.47,linux_sysfs_health
2026-06-01 09:36:44,89.47,linux_sysfs_health
2026-06-01 09:37:44,89.47,linux_sysfs_health
2026-06-01 09:38:44,89.47,linux_sysfs_health
2026-06-01 09:39:44,89.47,linux_sysfs_health
2026-06-01 09:40:44,89.47,linux_sysfs_health
2026-06-01 09:41:44,89.47,linux_sysfs_health
2026-06-01 09:42:44,89.47,linux_sysfs_health
2026-06-01 09:43:44,89.47,linux_sysfs_health
2026-06-01 09:44:44,89.47,linux_sysfs_health
2026-06-01 09:45:44,89.47,linux_sysfs_health
2026-06-01 09:46:44,89.47,linux_sysfs_health
2026-06-01 09:47:44,89.47,linux_sysfs_health
2026-06-01 09:48:44,89.47,linux_sysfs_health
2026-06-01 09:49:44,89.47,linux_sysfs_health
2026-06-01 09:50:44,89.47,linux_sysfs_health
2026-06-01 09:51:44,89.47,linux_sysfs_health
2026-06-01 09:52:44,89.47,linux_sysfs_health
2026-06-01 09:53:44,89.47,linux_sysfs_health
2026-06-01 09:54:44,89.47,linux_sysfs_health
2026-06-01 09:55:44,89.47,linux_sysfs_health
2026-06-01 09:56:44,89.47,linux_sysfs_health
2026-06-01 09:57:44,89.47,linux_sysfs_health
2026-06-01 09:58:44,89.47,linux_sysfs_health
2026-06-01 09:59:44,89.47,linux_sysfs_health
2026-06-01 10:00:44,89.47,linux_sysfs_health
2026-06-01 10:01:44,89.47,linux_sysfs_health
2026-06-01 10:02:44,89.47,linux_sysfs_health
2026-06-01 10:03:44,89.47,linux_sysfs_health
2026-06-01 10:04:44,89.47,linux_sysfs_health
2026-06-01 10:05:44,89.47,linux_sysfs_health
2026-06-01 10:06:44,89.47,linux_sysfs_health
2026-06-01 10:07:44,89.47,linux_sysfs_health
2026-06-01 10:08:44,89.47,linux_sysfs_health
2026-06-01 10:09:44,89.47,linux_sysfs_health
2026-06-01 10:10:44,89.47,linux_sysfs_health
2026-06-01 10:11:44,89.47,linux_sysfs_health
2026-06-01 10:12:44,89.47,linux_sysfs_health
2026-06-01 10:13:44,89.47,linux_sysfs_health
2026-06-01 10:14:44,89.47,linux_sysfs_health
2026-06-01 10:15:44,89.47,linux_sysfs_health
2026-06-01 10:16:44,89.47,linux_sysfs_health
2026-06-01 10:17:44,89.47,linux_sysfs_health
2026-06-01 10:18:44,89.47,linux_sysfs_health
2026-06-01 10:19:44,89.47,linux_sysfs_health
2026-06-01 10:20:44,89.47,linux_sysfs_health
2026-06-01 10:21:44,89.47,linux_sysfs_health
2026-06-01 10:22:44,89.47,linux_sysfs_health
2026-06-01 10:23:44,89.47,linux_sysfs_health
2026-06-01 10:24:44,89.47,linux_sysfs_health
