Test Index / 1,Test Time / s,Voltage / V,Current / A,Cycle Count / 1,Step Count / 1,Step Capacity / Ah,Step Energy / Wh,Power / W
929,91151.84,3.806,-0.9,4,16,1.7399,7.0911,3.4246
930,91271.84,3.8,-0.9,4,16,1.7699,7.2052,3.4202
931,91391.84,3.794,-0.9,4,16,1.7999,7.3191,3.415
932,91511.84,3.789,-0.9,4,16,1.8299,7.4329,3.4096
933,91631.84,3.783,-0.9,4,16,1.8599,7.5464,3.4051
934,91751.84,3.778,-0.9,4,16,1.8899,7.6599,3.4002
935,91871.84,3.773,-0.9,4,16,1.9199,7.7731,3.3947
936,91991.84,3.768,-0.9,4,16,1.9499,7.8862,3.3904
937,92111.84,3.763,-0.9,4,16,1.9799,7.9991,3.3857
938,92231.84,3.758,-0.9,4,16,2.0099,8.1119,3.3817
939,92351.84,3.753,-0.9,4,16,2.0399,8.2246,3.3777
940,92471.84,3.749,-0.9,4,16,2.0699,8.3371,3.3737
941,92591.84,3.744,-0.9,4,16,2.0999,8.4495,3.3695
942,92711.84,3.74,-0.9,4,16,2.1299,8.5618,3.3653
943,92831.84,3.735,-0.9,4,16,2.1599,8.6739,3.3618
944,92951.84,3.731,-0.9,4,16,2.1899,8.7859,3.3578
945,93071.84,3.727,-0.9,4,16,2.2199,8.8977,3.3543
946,93191.84,3.723,-0.9,4,16,2.2499,9.0095,3.351
947,93311.84,3.719,-0.9,4,16,2.2799,9.1211,3.3479
948,93431.84,3.715,-0.9,4,16,2.3099,9.2326,3.3435
949,93551.84,3.712,-0.9,4,16,2.3399,9.344,3.3407
950,93671.84,3.708,-0.9,4,16,2.3699,9.4553,3.3366
951,93791.84,3.704,-0.9,4,16,2.3999,9.5665,3.3325
952,93911.84,3.7,-0.9,4,16,2.4299,9.6775,3.3301
953,94031.84,3.696,-0.9,4,16,2.4599,9.7885,3.327
954,94151.84,3.692,-0.9,4,16,2.4899,9.8993,3.3234
955,94271.84,3.688,-0.9,4,16,2.5199,10.01,3.3197
956,94391.84,3.684,-0.9,4,16,2.5499,10.1206,3.3151
957,94511.84,3.679,-0.9,4,16,2.5799,10.231,3.3105
958,94631.84,3.674,-0.9,4,16,2.6099,10.3413,3.3064
959,94751.84,3.668,-0.9,4,16,2.6399,10.4515,3.3011
960,94871.84,3.662,-0.9,4,16,2.6699,10.5614,3.2964
961,94991.84,3.656,-0.9,4,16,2.6999,10.6712,3.2901
962,95111.84,3.649,-0.9,4,16,2.7299,10.7808,3.2841
963,95231.84,3.643,-0.9,4,16,2.7599,10.8901,3.278
964,95351.84,3.636,-0.9,4,16,2.7898,10.9993,3.2713
965,95471.84,3.631,-0.9,4,16,2.8198,11.1083,3.2671
966,95591.84,3.625,-0.9,4,16,2.8498,11.2171,3.2623
967,95711.84,3.621,-0.9,4,16,2.8798,11.3258,3.2587
968,95831.84,3.616,-0.9,4,16,2.9098,11.4344,3.2532
969,95951.84,3.609,-0.9,4,16,2.9398,11.5428,3.2492
970,96071.84,3.601,-0.9,4,16,2.9698,11.6509,3.2402
971,96191.84,3.588,-0.9,4,16,2.9998,11.7588,3.2295
972,96311.84,3.568,-0.9,4,16,3.0298,11.8661,3.2109
973,96431.84,3.535,-0.9,4,16,3.0598,11.9727,3.1811
974,96551.84,3.488,-0.9,4,16,3.0898,12.0781,3.1379
975,96671.84,3.424,-0.9,4,16,3.1198,12.1818,3.0811
976,96791.84,3.337,-0.9,4,16,3.1498,12.2833,3.0033
977,96911.84,3.203,-0.9,4,16,3.1798,12.3815,2.8827
978,96999.61,3.0,-0.9,4,16,3.2018,12.45,2.6995
979,96999.62,3.033,0.0,4,17,0.0,0.0,0.0
980,97119.62,3.105,0.0,4,17,0.0,0.0,0.0
981,97239.62,3.117,0.0,4,17,0.0,0.0,0.0
982,97359.62,3.125,0.0,4,17,0.0,0.0,0.0
983,97479.62,3.131,0.0,4,17,0.0,0.0,0.0
984,97599.61,3.137,0.0,4,17,0.0,0.0,0.0
985,97599.66,3.137,0.0,5,14,0.0,0.0,0.0005
986,97600.17,3.209,1.5,5,14,0.0,0.0001,4.8138
987,97602.33,3.23,1.5,5,14,0.0009,0.003,4.8446
988,97605.47,3.25,1.5,5,14,0.0023,0.0073,4.8747
989,97609.11,3.27,1.5,5,14,0.0038,0.0122,4.9051
990,97613.29,3.291,1.5,5,14,0.0055,0.0179,4.9355
991,97618.04,3.311,1.5,5,14,0.0075,0.0245,4.966
992,97623.41,3.331,1.5,5,14,0.0097,0.0319,4.9962
993,97629.41,3.351,1.5,5,14,0.0122,0.0403,5.0272
994,97636.06,3.371,1.5,5,14,0.015,0.0496,5.0565
995,97643.46,3.392,1.5,5,14,0.0181,0.06,5.0876
996,97651.61,3.412,1.5,5,14,0.0215,0.0715,5.1174
997,97660.52,3.432,1.5,5,14,0.0252,0.0842,5.1472
998,97670.28,3.452,1.5,5,14,0.0293,0.0982,5.1777
999,97680.91,3.472,1.5,5,14,0.0337,0.1136,5.2073
1000,97692.58,3.492,1.5,5,14,0.0385,0.1305,5.2387
1001,97705.39,3.512,1.5,5,14,0.0439,0.1492,5.2683
1002,97719.26,3.532,1.5,5,14,0.0497,0.1696,5.2976
1003,97734.29,3.552,1.5,5,14,0.0559,0.1917,5.3279
1004,97750.54,3.572,1.5,5,14,0.0627,0.2159,5.3581
1005,97768.22,3.592,1.5,5,14,0.0701,0.2423,5.3888
1006,97787.47,3.612,1.5,5,14,0.0781,0.2712,5.4179
1007,97808.31,3.632,1.5,5,14,0.0868,0.3026,5.4486
1008,97831.13,3.653,1.5,5,14,0.0963,0.3372,5.4791
1009,97855.98,3.673,1.5,5,14,0.1066,0.3752,5.5086
1010,97882.97,3.693,1.5,5,14,0.1179,0.4166,5.5397
1011,97912.53,3.713,1.5,5,14,0.1302,0.4622,5.5692
1012,97944.97,3.733,1.5,5,14,0.1437,0.5125,5.5987
1013,97980.92,3.753,1.5,5,14,0.1587,0.5686,5.6287
1014,98022.9,3.773,1.5,5,14,0.1762,0.6344,5.6587
1015,98101.24,3.793,1.5,5,14,0.2088,0.7579,5.6898
1016,98221.24,3.802,1.5,5,14,0.2588,0.9478,5.7026
1017,98341.24,3.81,1.5,5,14,0.3088,1.1381,5.7146
1018,98461.24,3.819,1.5,5,14,0.3588,1.3288,5.7287
1019,98581.24,3.83,1.5,5,14,0.4088,1.52,5.7444
1020,98701.24,3.842,1.5,5,14,0.4588,1.7118,5.7613
1021,98821.24,3.854,1.5,5,14,0.5088,1.9042,5.7813
1022,98941.24,3.866,1.5,5,14,0.5588,2.0972,5.7977
1023,99061.25,3.877,1.5,5,14,0.6088,2.2908,5.8149
1024,99181.25,3.887,1.5,5,14,0.6588,2.4848,5.8298
1025,99301.25,3.895,1.5,5,14,0.7088,2.6794,5.8424
1026,99421.25,3.902,1.5,5,14,0.7588,2.8743,5.8539
1027,99541.25,3.908,1.5,5,14,0.8088,3.0696,5.8613
1028,99661.25,3.913,1.5,5,14,0.8588,3.2651,5.8689
1029,99781.25,3.917,1.5,5,14,0.9088,3.4608,5.8755
1030,99901.25,3.921,1.5,5,14,0.9588,3.6568,5.8816
1031,100021.25,3.926,1.5,5,14,1.0088,3.853,5.8887
1032,100141.25,3.93,1.5,5,14,1.0588,4.0494,5.8962
1033,100261.25,3.936,1.5,5,14,1.1088,4.246,5.9032
1034,100381.25,3.942,1.5,5,14,1.1588,4.4429,5.9129
1035,100501.25,3.949,1.5,5,14,1.2088,4.6402,5.9224
1036,100621.25,3.956,1.5,5,14,1.2588,4.8378,5.9336
1037,100741.25,3.964,1.5,5,14,1.3088,5.0358,5.9454
1038,100861.25,3.972,1.5,5,14,1.3588,5.2341,5.9584
1039,100981.25,3.981,1.5,5,14,1.4088,5.433,5.9712
1040,101101.25,3.991,1.5,5,14,1.4588,5.6323,5.9857
1041,101221.25,4.001,1.5,5,14,1.5088,5.832,6.0021
1042,101341.25,4.012,1.5,5,14,1.5588,6.0324,6.0177
1043,101461.25,4.023,1.5,5,14,1.6088,6.2332,6.0341
1044,101581.25,4.035,1.5,5,14,1.6588,6.4347,6.0522
1045,101701.25,4.047,1.5,5,14,1.7088,6.6367,6.0702
1046,101821.25,4.06,1.5,5,14,1.7587,6.8394,6.0899
1047,101941.25,4.073,1.5,5,14,1.8087,7.0427,6.1099
1048,102061.25,4.087,1.5,5,14,1.8587,7.2467,6.1296
1049,102181.25,4.101,1.5,5,14,1.9087,7.4514,6.1521
1050,102301.25,4.116,1.5,5,14,1.9587,7.6569,6.1739
1051,102421.25,4.132,1.5,5,14,2.0087,7.863,6.1974
1052,102541.25,4.147,1.5,5,14,2.0587,8.07,6.2207
1053,102661.25,4.164,1.5,5,14,2.1087,8.2778,6.2455
1054,102781.25,4.18,1.5,5,14,2.1587,8.4864,6.2703
1055,102901.25,4.197,1.5,5,14,2.2087,8.6958,6.2959
1056,103021.25,4.215,1.5,5,14,2.2587,8.9061,6.3228
1057,103141.25,4.233,1.5,5,14,2.3087,9.1173,6.3501
1058,103261.25,4.252,1.5,5,14,2.3587,9.3294,6.3771
1059,103381.25,4.271,1.5,5,14,2.4087,9.5425,6.4065
1060,103501.25,4.29,1.5,5,14,2.4587,9.7565,6.4352
1061,103621.25,4.31,1.5,5,14,2.5087,9.9715,6.4652
1062,103741.25,4.33,1.5,5,14,2.5587,10.1875,6.4937
1063,103860.73,4.35,1.5,5,14,2.6085,10.4035,6.5248
1064,103979.4,4.37,1.5,5,14,2.6579,10.6191,6.5541
1065,104097.79,4.39,1.5,5,14,2.7073,10.8351,6.5837
1066,104216.42,4.41,1.5,5,14,2.7567,11.0526,6.6144
1067,104336.42,4.429,1.5,5,14,2.8067,11.2735,6.644
1068,104456.42,4.449,1.5,5,14,2.8567,11.4955,6.6731
1069,104576.42,4.45,1.245,5,14,2.9022,11.6981,5.5419
1070,104696.42,4.45,1.064,5,14,2.9406,11.8688,4.7356
1071,104816.42,4.45,0.921,5,14,2.9736,12.0156,4.0999
1072,104936.42,4.45,0.803,5,14,3.0022,12.1432,3.575
1073,105056.42,4.45,0.705,5,14,3.0273,12.2549,3.1381
1074,105176.42,4.45,0.624,5,14,3.0495,12.3533,2.7762
1075,105296.42,4.45,0.555,5,14,3.0691,12.4405,2.4682
1076,105416.42,4.45,0.495,5,14,3.0865,12.5183,2.2027
1077,105536.42,4.45,0.443,5,14,3.1021,12.5878,1.9726
1078,105656.42,4.45,0.398,5,14,3.1162,12.6502,1.7733
1079,105776.43,4.45,0.36,5,14,3.1288,12.7064,1.6011
1080,105896.43,4.45,0.325,5,14,3.1402,12.7571,1.447
1081,106016.43,4.45,0.294,5,14,3.1505,12.8031,1.3102
1082,106136.43,4.45,0.268,5,14,3.1599,12.8448,1.1931
1083,106256.43,4.45,0.244,5,14,3.1684,12.8827,1.0857
1084,106376.43,4.45,0.223,5,14,3.1762,12.9173,0.9931
1085,106496.43,4.45,0.203,5,14,3.1833,12.9489,0.9048
1086,106616.43,4.45,0.186,5,14,3.1898,12.9777,0.8267
1087,106736.43,4.45,0.17,5,14,3.1957,13.0041,0.7564
1088,106856.43,4.45,0.156,5,14,3.2011,13.0282,0.694
1089,106900.87,4.45,0.15,5,14,3.203,13.0366,0.6671
1090,106900.88,4.444,0.0,5,15,0.0,0.0,0.0
1091,107020.88,4.438,0.0,5,15,0.0,0.0,0.0
1092,107140.88,4.437,0.0,5,15,0.0,0.0,0.0
1093,107260.88,4.436,0.0,5,15,0.0,0.0,0.0
1094,107380.88,4.435,0.0,5,15,0.0,0.0,0.0
1095,107500.87,4.435,0.0,5,15,0.0,0.0,0.0
1096,107500.92,4.396,-0.901,5,16,0.0,0.0001,3.9598
1097,107620.92,4.364,-0.9,5,16,0.03,0.1313,3.9274
1098,107740.92,4.352,-0.9,5,16,0.06,0.262,3.9174
1099,107860.92,4.342,-0.9,5,16,0.09,0.3924,3.9073
1100,107980.92,4.333,-0.9,5,16,0.12,0.5225,3.8992
1101,108100.92,4.324,-0.9,5,16,0.15,0.6523,3.8909
1102,108220.92,4.315,-0.9,5,16,0.18,0.7819,3.8831
1103,108340.92,4.305,-0.9,5,16,0.21,0.9112,3.8745
1104,108460.92,4.296,-0.9,5,16,0.24,1.0402,3.8671
1105,108580.92,4.287,-0.9,5,16,0.27,1.169,3.8581
1106,108700.92,4.277,-0.9,5,16,0.3,1.2974,3.8501
1107,108820.92,4.267,-0.9,5,16,0.33,1.4256,3.841
1108,108940.92,4.257,-0.9,5,16,0.36,1.5535,3.8314
1109,109060.92,4.247,-0.9,5,16,0.39,1.681,3.8226
1110,109180.92,4.236,-0.9,5,16,0.42,1.8083,3.8129
1111,109300.92,4.225,-0.9,5,16,0.45,1.9352,3.8021
1112,109420.92,4.215,-0.9,5,16,0.48,2.0618,3.793
1113,109540.92,4.203,-0.9,5,16,0.51,2.188,3.7829
1114,109660.92,4.192,-0.9,5,16,0.54,2.314,3.7725
1115,109780.92,4.181,-0.9,5,16,0.57,2.4396,3.7633
1116,109900.92,4.17,-0.9,5,16,0.6,2.5648,3.7533
1117,110020.92,4.158,-0.9,5,16,0.63,2.6897,3.7428
1118,110140.92,4.147,-0.9,5,16,0.66,2.8143,3.7315
1119,110260.92,4.136,-0.9,5,16,0.69,2.9385,3.7214
1120,110380.92,4.124,-0.9,5,16,0.72,3.0624,3.7113
1121,110500.92,4.113,-0.9,5,16,0.75,3.186,3.7014
1122,110620.92,4.102,-0.9,5,16,0.78,3.3092,3.6915
1123,110740.92,4.091,-0.9,5,16,0.81,3.4321,3.6809
1124,110860.92,4.08,-0.9,5,16,0.84,3.5546,3.6718
1125,110980.92,4.069,-0.9,5,16,0.87,3.6769,3.6622
1126,111100.92,4.057,-0.9,5,16,0.9,3.7987,3.6525
1127,111220.92,4.047,-0.9,5,16,0.93,3.9203,3.6424
1128,111340.92,4.035,-0.9,5,16,0.96,4.0415,3.6328
1129,111460.92,4.025,-0.9,5,16,0.99,4.1624,3.6214
1130,111580.92,4.014,-0.9,5,16,1.02,4.283,3.6128
1131,111700.92,4.003,-0.9,5,16,1.05,4.4032,3.6027
1132,111820.92,3.992,-0.9,5,16,1.08,4.5232,3.5933
1133,111940.92,3.982,-0.9,5,16,1.1099,4.6428,3.5834
1134,112060.92,3.971,-0.9,5,16,1.1399,4.762,3.5736
1135,112180.92,3.96,-0.9,5,16,1.1699,4.881,3.564
1136,112300.92,3.95,-0.9,5,16,1.1999,4.9997,3.5541
1137,112420.92,3.939,-0.9,5,16,1.2299,5.118,3.545
1138,112540.92,3.929,-0.9,5,16,1.2599,5.236,3.5365
1139,112660.92,3.919,-0.9,5,16,1.2899,5.3537,3.5265
1140,112780.92,3.909,-0.9,5,16,1.3199,5.4712,3.5183
1141,112900.92,3.9,-0.9,5,16,1.3499,5.5883,3.5097
1142,113020.92,3.891,-0.9,5,16,1.3799,5.7052,3.5016
1143,113140.92,3.883,-0.9,5,16,1.4099,5.8218,3.4946
1144,113260.92,3.874,-0.9,5,16,1.4399,5.9381,3.4864
1145,113380.92,3.866,-0.9,5,16,1.4699,6.0542,3.4795
1146,113500.92,3.859,-0.9,5,16,1.4999,6.1701,3.4724
1147,113620.92,3.851,-0.9,5,16,1.5299,6.2857,3.4659
1148,113740.92,3.844,-0.9,5,16,1.5599,6.4011,3.4592
1149,113860.92,3.837,-0.9,5,16,1.5899,6.5163,3.4532
1150,113980.92,3.83,-0.9,5,16,1.6199,6.6313,3.4472
1151,114100.92,3.824,-0.9,5,16,1.6499,6.7462,3.441
1152,114220.92,3.817,-0.9,5,16,1.6799,6.8608,3.4352
1153,114340.92,3.811,-0.9,5,16,1.7099,6.9752,3.43
1154,114460.92,3.805,-0.9,5,16,1.7399,7.0894,3.424
1155,114580.92,3.799,-0.9,5,16,1.7699,7.2035,3.4192
1156,114700.92,3.793,-0.9,5,16,1.7999,7.3174,3.4137
1157,114820.92,3.788,-0.9,5,16,1.8299,7.4311,3.4087
1158,114940.92,3.782,-0.9,5,16,1.8599,7.5446,3.4043
1159,115060.92,3.777,-0.9,5,16,1.8899,7.658,3.4001
1160,115180.92,3.772,-0.9,5,16,1.9199,7.7712,3.3944
1161,115300.92,3.767,-0.9,5,16,1.9499,7.8843,3.3901
1162,115420.92,3.762,-0.9,5,16,1.9799,7.9972,3.3854
1163,115540.92,3.757,-0.9,5,16,2.0099,8.11,3.3814
1164,115660.92,3.752,-0.9,5,16,2.0399,8.2227,3.3772
1165,115780.92,3.748,-0.9,5,16,2.0699,8.3352,3.3724
1166,115900.92,3.743,-0.9,5,16,2.0999,8.4475,3.3688
1167,116020.92,3.739,-0.9,5,16,2.1299,8.5598,3.3642
1168,116140.92,3.735,-0.9,5,16,2.1599,8.6719,3.3618
1169,116260.92,3.731,-0.9,5,16,2.1899,8.7838,3.3577
1170,116380.92,3.726,-0.9,5,16,2.2199,8.8957,3.3537
1171,116500.92,3.722,-0.9,5,16,2.2499,9.0074,3.3504
1172,116620.92,3.719,-0.9,5,16,2.2799,9.119,3.3464
1173,116740.92,3.715,-0.9,5,16,2.3099,9.2305,3.3431
1174,116860.92,3.711,-0.9,5,16,2.3399,9.3419,3.3399
1175,116980.92,3.707,-0.9,5,16,2.3699,9.4532,3.3364
1176,117100.92,3.704,-0.9,5,16,2.3999,9.5643,3.3337
1177,117220.92,3.7,-0.9,5,16,2.4299,9.6754,3.3293
1178,117340.92,3.696,-0.9,5,16,2.4599,9.7863,3.3266
1179,117460.92,3.692,-0.9,5,16,2.4899,9.8971,3.3224
1180,117580.92,3.688,-0.9,5,16,2.5199,10.0078,3.3194
1181,117700.92,3.683,-0.9,5,16,2.5499,10.1184,3.315
1182,117820.92,3.678,-0.9,5,16,2.5799,10.2288,3.3105
1183,117940.92,3.673,-0.9,5,16,2.6099,10.3391,3.3062
1184,118060.92,3.668,-0.9,5,16,2.6399,10.4492,3.3008
1185,118180.92,3.662,-0.9,5,16,2.6699,10.5591,3.2952
1186,118300.92,3.655,-0.9,5,16,2.6999,10.6689,3.2892
1187,118420.92,3.649,-0.9,5,16,2.7299,10.7784,3.2835
1188,118540.92,3.642,-0.9,5,16,2.7599,10.8878,3.2777
1189,118660.92,3.635,-0.9,5,16,2.7899,10.9969,3.2713
1190,118780.92,3.63,-0.9,5,16,2.8199,11.1059,3.2665
1191,118900.92,3.625,-0.9,5,16,2.8498,11.2147,3.262
1192,119020.92,3.62,-0.9,5,16,2.8798,11.3234,3.258
1193,119140.92,3.615,-0.9,5,16,2.9098,11.4319,3.2534
1194,119260.92,3.609,-0.9,5,16,2.9398,11.5403,3.2474
1195,119380.92,3.6,-0.9,5,16,2.9698,11.6484,3.2398
1196,119500.92,3.587,-0.9,5,16,2.9998,11.7562,3.2275
1197,119620.92,3.566,-0.9,5,16,3.0298,11.8635,3.2085
1198,119740.92,3.532,-0.9,5,16,3.0598,11.97,3.1791
1199,119860.92,3.484,-0.9,5,16,3.0898,12.0753,3.1354
1200,119980.92,3.419,-0.9,5,16,3.1198,12.1789,3.0777
1201,120100.92,3.33,-0.9,5,16,3.1498,12.2802,2.9969
1202,120220.92,3.191,-0.9,5,16,3.1798,12.3782,2.8713
1203,120300.81,3.0,-0.9,5,16,3.1998,12.4403,2.6999
1204,120300.82,3.033,0.0,5,17,0.0,0.0,0.0
1205,120420.82,3.105,0.0,5,17,0.0,0.0,0.0
1206,120540.82,3.118,0.0,5,17,0.0,0.0,0.0
1207,120660.82,3.126,0.0,5,17,0.0,0.0,0.0
1208,120780.82,3.132,0.0,5,17,0.0,0.0,0.0
1209,120900.81,3.137,0.0,5,17,0.0,0.0,0.0
1210,120900.82,3.137,0.0,5,19,0.0,0.0,0.0
1211,121020.82,3.142,0.0,5,19,0.0,0.0,0.0
1212,121140.82,3.145,0.0,5,19,0.0,0.0,0.0
1213,121260.82,3.149,0.0,5,19,0.0,0.0,0.0
1214,121380.82,3.152,0.0,5,19,0.0,0.0,0.0
1215,121500.81,3.155,0.0,5,19,0.0,0.0,0.0
1216,121500.81,3.155,0.0,5,20,0.0,0.0,0.0
